
Naive Bayes Classifier

                Class
Attribute           A      C      D      E      F      G      H      L      P      R
                  (0)    (0) (0.12) (0.12)  (0.1) (0.15) (0.12) (0.07) (0.15) (0.17)
=====================================================================================
OBJNUM
  33.24            1.0    1.0    1.0   31.0   13.0   20.0   21.0    4.0    1.0    1.0
  33.29            1.0    1.0    7.0    1.0    1.0   14.0    1.0    4.0    1.0    1.0
  33.3             1.0    1.0    1.0   11.0    1.0    7.0    6.0    4.0    1.0    1.0
  33.42            1.0    1.0    7.0   11.0   17.0   14.0   16.0    4.0    1.0    1.0
  33.53            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    1.0
  33.54            1.0    1.0   62.0    1.0    5.0   25.0   11.0    7.0    1.0    1.0
  33.6             1.0    1.0    9.0   11.0   13.0    1.0    6.0    4.0   15.0    1.0
  33.62            1.0    1.0    1.0    1.0    9.0    1.0    1.0    4.0   20.0   13.0
  33.73            1.0    1.0    1.0    1.0    1.0    1.0    6.0   13.0    6.0    7.0
  33.84            1.0    1.0    6.0   11.0    1.0    6.0   11.0   16.0    1.0    1.0
  33.94            1.0    1.0    1.0    6.0    5.0    7.0    6.0    1.0    1.0    1.0
  33.96            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0
  33.97            1.0    1.0   17.0   16.0    5.0    1.0   11.0    1.0    1.0    1.0
  34               1.0    1.0   10.0    1.0    5.0   54.0    1.0    7.0    1.0    1.0
  34.01            1.0    1.0    5.0    6.0    5.0    1.0    6.0    7.0    8.0    1.0
  34.06            1.0    1.0    1.0   16.0   17.0    1.0    6.0    1.0    1.0    1.0
  34.13            1.0    1.0   11.0    1.0    9.0    1.0    1.0    1.0    1.0   15.0
  34.18            1.0    1.0    1.0    1.0    1.0    1.0   16.0    4.0    1.0    1.0
  34.21            1.0    1.0    1.0    6.0    9.0    1.0    1.0    1.0    8.0   16.0
  34.41            1.0    1.0    1.0    6.0    9.0    1.0    6.0    4.0    1.0    1.0
  34.44            1.0    1.0    1.0    1.0    1.0    1.0   11.0   10.0    1.0    1.0
  34.48            1.0    1.0    1.0   11.0    1.0   29.0   11.0    1.0    6.0   30.0
  34.53            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    9.0
  34.54            1.0    1.0    1.0    1.0    1.0    1.0   11.0    7.0   12.0    1.0
  34.66            1.0    1.0    1.0    1.0   17.0   13.0   11.0    1.0    1.0    1.0
  34.67            1.0    1.0   12.0    6.0    9.0    1.0    1.0    4.0    1.0    1.0
  34.71            1.0    1.0    5.0    6.0    9.0    1.0    6.0    4.0    8.0    1.0
  34.79            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0   14.0
  34.83            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  34.89            1.0    1.0   45.0    1.0    5.0    1.0   11.0   10.0    6.0    1.0
  34.93            1.0    1.0    9.0    6.0    1.0    1.0   21.0    1.0   12.0   22.0
  34.99            1.0    1.0    1.0   11.0    1.0    7.0    1.0    1.0    8.0    1.0
  35               1.0    1.0    1.0    6.0    5.0    8.0    6.0    4.0    8.0    1.0
  35.11            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    8.0    1.0
  35.17            1.0    1.0    1.0    1.0    1.0    1.0   21.0    1.0   13.0    7.0
  35.23            1.0    1.0    1.0    1.0   13.0    1.0    6.0   10.0    1.0    1.0
  35.34            1.0    1.0    1.0    1.0    1.0    6.0    6.0    4.0    1.0    1.0
  35.36            1.0    1.0    1.0    6.0    9.0    1.0   11.0    1.0    1.0    1.0
  35.38            1.0    1.0    9.0    1.0    9.0   15.0   26.0    1.0    1.0    1.0
  35.44            1.0    1.0    1.0    1.0    5.0    1.0   11.0    7.0   19.0    8.0
  35.47            1.0    1.0    7.0   31.0    5.0    1.0    6.0   10.0    1.0    1.0
  35.51            1.0    1.0   16.0   11.0    9.0    6.0   11.0    4.0    6.0    1.0
  35.61            1.0    1.0    1.0   16.0    5.0   19.0   11.0    4.0    1.0    1.0
  35.69            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   16.0    8.0
  35.74            1.0    1.0    1.0    1.0    9.0    1.0   11.0    4.0   12.0    8.0
  35.78            1.0    1.0   29.0    1.0    5.0   36.0    6.0    7.0    1.0    1.0
  35.81            1.0    1.0    1.0    6.0    1.0    1.0   11.0    4.0    1.0    1.0
  35.85            1.0    1.0   16.0    1.0    1.0    1.0    6.0    7.0    6.0    8.0
  35.9             1.0    1.0    1.0    1.0    1.0    1.0   16.0    4.0    1.0    1.0
  36.06            1.0    1.0    6.0    6.0    5.0    8.0   11.0    1.0    1.0    1.0
  36.07            1.0    1.0   12.0    6.0    5.0    7.0    6.0    1.0    1.0    1.0
  36.12            1.0    1.0    1.0   11.0    5.0    1.0    6.0    4.0    1.0    1.0
  36.14            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    9.0
  36.24            1.0    1.0   11.0   11.0    9.0   32.0    6.0    4.0    1.0    1.0
  36.25            1.0    1.0    1.0    1.0    9.0    1.0   16.0    1.0    8.0   25.0
  36.36            1.0    1.0    9.0    1.0    5.0    1.0    6.0    4.0    1.0    1.0
  36.4             1.0    1.0    1.0    6.0    5.0    1.0    6.0   10.0    1.0    1.0
  36.5             1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  36.62            1.0    1.0   11.0    6.0    1.0    8.0   16.0    4.0    1.0    8.0
  36.67            1.0    1.0   51.0    1.0    9.0    1.0    1.0    7.0   15.0    1.0
  36.69            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   16.0
  36.72            1.0    1.0   20.0    6.0    1.0   28.0    6.0    4.0    6.0    1.0
  36.77            1.0    1.0   17.0    6.0   13.0    6.0   16.0   10.0    1.0    7.0
  36.8             1.0    1.0   12.0   11.0   17.0    1.0   11.0    1.0    1.0    1.0
  36.88            1.0    1.0   17.0   11.0    5.0    1.0    6.0    4.0    1.0    9.0
  36.89            1.0    1.0    1.0    1.0    5.0    1.0    6.0   10.0    1.0    8.0
  37               1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0
  37.01            1.0    1.0    5.0    1.0    5.0    1.0   11.0    4.0    1.0    1.0
  37.11            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   14.0    8.0
  37.12            1.0    1.0    6.0   11.0    5.0    1.0   11.0    4.0    1.0    7.0
  37.16            1.0    1.0    1.0    1.0    5.0    6.0    6.0    1.0    1.0    1.0
  37.2             1.0    1.0    1.0    1.0   13.0    6.0    6.0    4.0    1.0    1.0
  37.22            1.0    1.0    5.0    1.0    1.0    7.0    1.0    4.0    1.0    8.0
  37.34            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   34.0    8.0
  37.36            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0   11.0    1.0
  37.44            1.0    1.0    1.0   11.0    5.0    1.0    6.0    4.0    8.0    1.0
  37.48            1.0    1.0    1.0    1.0   13.0    1.0    1.0   13.0    1.0    1.0
  37.54            1.0    1.0    1.0   16.0    9.0    8.0    1.0    1.0    1.0    1.0
  37.58            1.0    1.0    5.0    1.0    1.0    6.0   11.0    1.0    1.0    1.0
  37.59            1.0    1.0   10.0    1.0    5.0    1.0   11.0    7.0    1.0    1.0
  37.64            1.0    1.0    5.0    6.0    5.0    1.0    1.0    1.0   14.0   15.0
  37.66            1.0    1.0    1.0    1.0    5.0    1.0    6.0   10.0    1.0    1.0
  37.7             1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0   11.0    7.0
  37.74            1.0    1.0    7.0    6.0    1.0    6.0    1.0    4.0    1.0    1.0
  37.8             1.0    1.0    1.0   21.0    5.0    1.0   11.0    1.0    1.0    1.0
  37.85            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    1.0    1.0
  37.95            1.0    1.0    1.0    1.0    5.0    1.0    6.0    1.0   13.0    1.0
  38.01            1.0    1.0   62.0   11.0    5.0   13.0   11.0    4.0    6.0    1.0
  38.08            1.0    1.0    5.0    1.0    9.0    1.0   21.0   10.0   14.0   22.0
  38.18            1.0    1.0   12.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  38.21            1.0    1.0   13.0   16.0    1.0    8.0    6.0    7.0    1.0    1.0
  38.28            1.0    1.0   16.0    6.0   21.0    1.0   11.0    4.0    8.0    1.0
  38.29            1.0    1.0    7.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  38.33            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0    6.0    1.0
  38.42            1.0    1.0    9.0    6.0    5.0    1.0   16.0    1.0    1.0    1.0
  38.47            1.0    1.0    7.0    6.0    5.0   15.0    6.0    1.0    1.0    1.0
  38.48            1.0    1.0   13.0    6.0    5.0    1.0    1.0    1.0    1.0    1.0
  38.59            1.0    1.0    7.0    1.0   13.0    1.0   11.0    4.0    1.0    7.0
  38.6             1.0    1.0    5.0    6.0   13.0    1.0    6.0    4.0    1.0    1.0
  38.63            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0   13.0    9.0
  38.64            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0
  38.83            1.0    1.0    9.0    6.0    9.0    8.0   11.0    4.0    1.0    9.0
  38.9             1.0    1.0   10.0   21.0    9.0   12.0   16.0    4.0   14.0   13.0
  38.91            1.0    1.0    1.0    6.0    5.0    1.0    6.0    7.0    1.0    1.0
  38.95            1.0    1.0    5.0    6.0   13.0   31.0   11.0    4.0    1.0    7.0
  39               1.0    1.0    1.0    1.0    1.0    1.0    6.0    7.0    1.0    1.0
  39.05            1.0    1.0    1.0    6.0    9.0    1.0   11.0    7.0    7.0    9.0
  39.12            1.0    1.0    1.0    1.0   25.0    1.0   16.0    4.0    1.0    1.0
  39.2             1.0    1.0    6.0    1.0    5.0    1.0    6.0    4.0    1.0    1.0
  39.22            1.0    1.0    1.0    1.0    5.0    1.0   11.0    1.0   11.0    1.0
  39.29            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   16.0    7.0
  39.36            1.0    1.0   57.0    6.0    1.0    1.0   26.0    1.0    1.0    1.0
  39.4             1.0    1.0   21.0    1.0    5.0    6.0   11.0    1.0    7.0    7.0
  39.41            1.0    1.0    1.0    1.0    9.0    8.0   11.0    1.0    6.0    1.0
  39.45            1.0    1.0    6.0    6.0    9.0   13.0    1.0    7.0    1.0    1.0
  39.46            1.0    1.0    1.0    1.0    1.0    1.0   16.0    1.0    1.0    1.0
  39.56            1.0    1.0    1.0    6.0    5.0    1.0    6.0    4.0   18.0    1.0
  39.6             1.0    1.0    1.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  39.62            1.0    1.0    1.0   11.0    1.0    1.0    6.0   10.0    1.0   14.0
  39.66            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0
  39.7             1.0    1.0    5.0    1.0    5.0    1.0    1.0    7.0    1.0    1.0
  39.81            1.0    1.0    1.0    1.0    1.0    6.0   11.0   10.0    1.0    7.0
  39.82            1.0    1.0    1.0   16.0    9.0    1.0   16.0    1.0    8.0    1.0
  39.85            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    9.0
  39.92            1.0    1.0    1.0    1.0    1.0    1.0   16.0    7.0    1.0    7.0
  39.96            1.0    1.0    5.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  40               1.0    1.0    1.0    6.0    9.0    1.0    6.0    7.0    1.0    1.0
  40.02            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    7.0   15.0
  40.16            1.0    1.0    1.0    1.0    1.0    1.0   21.0    7.0    1.0    1.0
  40.22            1.0    1.0   10.0   16.0    5.0    1.0   16.0    4.0    1.0    1.0
  40.25            1.0    1.0   29.0    6.0    5.0   32.0    1.0    1.0    8.0    9.0
  40.26            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    8.0
  40.31            1.0    1.0    9.0    1.0   17.0    1.0   11.0    7.0    8.0   24.0
  40.36            1.0    1.0    5.0   21.0    5.0   13.0    6.0    4.0    1.0    1.0
  40.45            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    1.0
  40.46            1.0    1.0    7.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  40.5             1.0    1.0    1.0    1.0    9.0    6.0   11.0   16.0   18.0   16.0
  40.52            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  40.61            1.0    1.0    1.0    6.0    5.0    1.0   21.0    4.0    1.0    1.0
  40.71            1.0    1.0    1.0    1.0    1.0   13.0    1.0    4.0    1.0    9.0
  40.72            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0   17.0
  40.79            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  40.8             1.0    1.0    9.0   16.0    1.0    1.0    6.0    1.0    7.0    1.0
  40.82            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0    1.0    9.0
  40.85            1.0    1.0    1.0    1.0    5.0    1.0   16.0    4.0    6.0    1.0
  41               1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    1.0    1.0
  41.04            1.0    1.0    1.0   16.0   13.0    8.0    1.0    7.0    1.0    1.0
  41.05            1.0    1.0    1.0    6.0    5.0    1.0    6.0    7.0    1.0    1.0
  41.11            1.0    1.0    1.0   11.0   21.0    1.0   16.0   10.0    1.0    1.0
  41.15            1.0    1.0   34.0    1.0    1.0    1.0    6.0    1.0    1.0    8.0
  41.18            1.0    1.0    6.0    1.0    1.0   33.0    6.0    4.0    6.0    1.0
  41.23            1.0    1.0   17.0   11.0    1.0    1.0   11.0    7.0    1.0   14.0
  41.3             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0    1.0
  41.34            1.0    1.0   18.0   11.0    5.0    1.0   16.0    1.0    6.0    1.0
  41.4             1.0    1.0    5.0    1.0    9.0    1.0   11.0    4.0    6.0    7.0
  41.44            1.0    1.0    1.0    1.0    1.0    1.0   16.0   10.0    6.0   21.0
  41.48            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0   14.0    1.0
  41.59            1.0    1.0    1.0    6.0    5.0    1.0   21.0   10.0    1.0   14.0
  41.62            1.0    1.0    1.0    1.0    9.0    1.0    1.0    4.0    1.0    1.0
  41.63            1.0    1.0    1.0    1.0    1.0    6.0    6.0    1.0    8.0   21.0
  41.68            1.0    1.0   14.0    1.0    1.0   12.0    1.0    1.0    6.0    1.0
  41.73            1.0    1.0    1.0   16.0    5.0    6.0    1.0    1.0    1.0    1.0
  41.76            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  41.77            1.0    1.0    1.0   16.0    5.0    1.0    1.0    7.0    1.0    1.0
  41.79            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    8.0    1.0
  41.87            1.0    1.0    1.0   16.0   17.0    1.0   16.0    1.0    1.0    1.0
  41.88            1.0    1.0    7.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0
  41.98            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   12.0    9.0
  42.01            1.0    1.0   12.0   11.0    1.0    1.0    1.0   10.0    1.0    1.0
  42.05            1.0    1.0    1.0    1.0    1.0   11.0   11.0    4.0    1.0   16.0
  42.06            1.0    1.0    1.0   11.0    5.0    1.0    1.0    1.0    6.0    9.0
  42.15            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0   14.0   33.0
  42.19            1.0    1.0    1.0    6.0    5.0    1.0   16.0    4.0    1.0    7.0
  42.2             1.0    1.0    5.0   21.0    5.0    6.0    6.0    1.0    1.0    9.0
  42.3             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0
  42.38            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    7.0
  42.43            1.0    1.0    1.0   16.0    1.0    1.0    1.0    1.0    1.0    1.0
  42.44            1.0    1.0    6.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0
  42.45            1.0    1.0    1.0   11.0    5.0    1.0   11.0    7.0   15.0   24.0
  42.49            1.0    1.0   50.0    1.0    1.0   19.0    6.0    4.0   11.0    1.0
  42.52            1.0    1.0    1.0    1.0    5.0    7.0    1.0    1.0    1.0    1.0
  42.54            1.0    1.0   19.0    6.0    5.0    1.0    6.0    4.0   25.0   47.0
  42.58            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   13.0    9.0
  42.64            1.0    1.0   11.0   11.0    5.0    1.0    6.0    1.0    6.0    7.0
  42.72            1.0    1.0    1.0    6.0    1.0    6.0   11.0    1.0   14.0   35.0
  42.76            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    8.0    1.0
  42.8             1.0    1.0    1.0    1.0    1.0   15.0   11.0    4.0    6.0    1.0
  42.94            1.0    1.0    7.0    1.0    9.0   32.0    6.0    4.0    1.0    1.0
  42.95            1.0    1.0    5.0   11.0    1.0    1.0    6.0    4.0    1.0    1.0
  43.01            1.0    1.0    1.0    1.0   17.0    1.0   11.0    1.0    8.0   36.0
  43.05            1.0    1.0    1.0    1.0    5.0    1.0   16.0    1.0    1.0    8.0
  43.08            1.0    1.0    1.0    1.0    5.0    1.0    6.0    1.0    6.0    7.0
  43.14            1.0    1.0    1.0    1.0    9.0    1.0    1.0    1.0    1.0    1.0
  43.17            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0    7.0   13.0
  43.19            1.0    1.0    7.0   16.0    9.0    1.0    1.0    7.0    1.0    1.0
  43.27            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    8.0    1.0
  43.28            1.0    1.0   11.0   11.0    5.0    1.0    1.0    1.0    1.0    1.0
  43.32            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   22.0    9.0
  43.38            1.0    1.0    1.0    6.0    1.0    1.0    6.0    4.0    1.0    1.0
  43.42            1.0    1.0    6.0   11.0   13.0   44.0   21.0    7.0    8.0    9.0
  43.46            1.0    1.0    1.0    6.0    5.0    1.0   11.0    4.0   22.0    9.0
  43.57            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    8.0    1.0
  43.6             1.0    1.0    6.0   11.0    9.0    1.0    6.0    4.0    1.0    1.0
  43.66            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    1.0
  43.68            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  43.83            1.0    1.0   78.0    1.0    9.0    1.0   11.0    4.0    1.0    9.0
  43.86            1.0    1.0    1.0    1.0    5.0    6.0   11.0    7.0   14.0   25.0
  43.91            1.0    1.0    7.0    1.0    1.0   14.0   16.0    1.0    8.0    8.0
  43.93            1.0    1.0    1.0   16.0    1.0    1.0    1.0    7.0   20.0    9.0
  43.97            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0   13.0   16.0
  44.01            1.0    1.0    1.0    1.0    5.0    1.0    1.0    7.0   13.0    1.0
  44.05            1.0    1.0   11.0   16.0    5.0    6.0    1.0    4.0    8.0    1.0
  44.1             1.0    1.0    1.0    1.0    5.0    1.0   11.0    1.0    1.0    7.0
  44.15            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0   19.0   14.0
  44.2             1.0    1.0   11.0   11.0    5.0    1.0    6.0    1.0    1.0    1.0
  44.27            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   22.0   16.0
  44.28            1.0    1.0    1.0   11.0    1.0    6.0   16.0    1.0    6.0    7.0
  44.29            1.0    1.0   13.0    1.0    1.0    1.0   16.0    1.0    6.0    8.0
  44.38            1.0    1.0    1.0    6.0    5.0    1.0   11.0    7.0   15.0    7.0
  44.41            1.0    1.0    5.0   16.0    1.0   11.0   11.0    1.0    1.0    1.0
  44.42            1.0    1.0    5.0    1.0    1.0    1.0    6.0    4.0    1.0    1.0
  44.55            1.0    1.0    7.0    1.0    9.0    1.0    1.0    1.0    1.0    1.0
  44.6             1.0    1.0    6.0   11.0    9.0    1.0    1.0    1.0    1.0   21.0
  44.64            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0    6.0    1.0
  44.65            1.0    1.0    7.0   11.0    1.0    1.0   11.0    1.0    1.0    1.0
  44.69            1.0    1.0   11.0    1.0    1.0    8.0    1.0    4.0    1.0    1.0
  44.72            1.0    1.0    1.0    1.0    1.0   18.0   11.0    1.0    7.0    9.0
  44.78            1.0    1.0    1.0   16.0    5.0    1.0    1.0    7.0    6.0    7.0
  44.82            1.0    1.0    7.0   11.0    5.0    1.0    1.0    1.0    1.0    1.0
  44.91            1.0    1.0    1.0    1.0    1.0    1.0   11.0    4.0    8.0    1.0
  44.92            1.0    1.0    1.0    1.0    1.0    1.0   21.0    1.0   17.0   29.0
  44.94            1.0    1.0   15.0    1.0    1.0    1.0   11.0    4.0    7.0    9.0
  45               1.0    1.0    7.0    1.0   13.0    8.0   11.0    4.0    1.0    1.0
  45.12            1.0    1.0    1.0    1.0    1.0    1.0   11.0    1.0    1.0    1.0
  45.18            1.0    1.0    1.0    1.0    5.0   13.0    1.0   10.0    7.0    1.0
  45.19            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   14.0   16.0
  45.22            1.0    1.0    6.0    1.0    9.0    1.0    1.0    1.0   11.0    8.0
  45.25            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  45.28            1.0    1.0   16.0   26.0   17.0    1.0   11.0    4.0   15.0    1.0
  45.31            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0   15.0
  45.34            1.0    1.0    1.0   21.0    1.0    6.0    1.0    4.0    1.0    1.0
  45.35            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   14.0    1.0
  45.45            1.0    1.0    1.0   11.0    9.0    1.0    1.0    1.0    6.0    1.0
  45.49            1.0    1.0    1.0   16.0    1.0   14.0   11.0    4.0    1.0    1.0
  45.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    7.0    7.0
  45.61            1.0    1.0    6.0    6.0   13.0   13.0    1.0    1.0    1.0    1.0
  45.62            1.0    1.0    1.0    1.0    1.0    1.0    6.0    4.0    6.0    9.0
  45.65            1.0    1.0    1.0    1.0    5.0   14.0    6.0    1.0    1.0    7.0
  45.69            1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0
  45.71            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0    1.0    1.0
  45.79            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    6.0    7.0
  45.8             1.0    1.0    1.0    6.0    9.0    1.0    1.0    4.0    1.0    1.0
  45.88            1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0   13.0   15.0
  45.97            1.0    1.0    1.0    1.0   17.0    1.0    1.0    4.0    1.0    1.0
  46.01            1.0    1.0    1.0   16.0    1.0    7.0    1.0    1.0    1.0    1.0
  46.04            1.0    1.0    1.0    6.0    1.0    1.0   11.0    1.0    6.0    1.0
  46.1             1.0    1.0    6.0    6.0    1.0   11.0    6.0    4.0   25.0   24.0
  46.14            1.0    1.0    1.0    1.0    5.0    7.0   11.0    1.0    1.0    1.0
  46.17            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0   15.0
  46.23            1.0    1.0   10.0   16.0    1.0    6.0    1.0    1.0    1.0    7.0
  46.24            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0   33.0   22.0
  46.32            1.0    1.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  46.49            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0   15.0
  46.52            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    1.0
  46.53            1.0    1.0    1.0    6.0    1.0    1.0    6.0    7.0    1.0    1.0
  46.57            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    8.0    8.0
  46.62            1.0    1.0    6.0    1.0    1.0   14.0   11.0    1.0   12.0   28.0
  46.65            1.0    1.0    1.0    1.0    1.0    7.0   16.0    1.0    1.0    1.0
  46.69            1.0    1.0    6.0    6.0    5.0   19.0    1.0    1.0    1.0    1.0
  46.75            1.0    1.0    9.0   11.0    1.0    1.0    1.0    1.0    1.0    1.0
  46.82            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    7.0
  46.84            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    8.0   17.0
  46.86            1.0    1.0    5.0    6.0    1.0    1.0    1.0    1.0    1.0    1.0
  46.87            1.0    1.0    1.0    1.0    1.0    1.0   16.0    4.0    1.0    9.0
  46.96            1.0    1.0    1.0    1.0    1.0   26.0    1.0    1.0    6.0    7.0
  47.01            1.0    1.0    7.0    6.0    5.0    1.0    1.0    4.0   33.0   28.0
  47.07            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0    7.0
  47.13            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    7.0
  47.17            1.0    1.0    1.0    6.0    1.0    1.0    1.0    1.0    1.0   30.0
  47.2             1.0    1.0    1.0    1.0    9.0    6.0    1.0    1.0    1.0    1.0
  47.3             1.0    1.0    1.0    1.0    1.0    1.0    1.0    7.0    1.0    9.0
  47.38            1.0    1.0    1.0   11.0    9.0    8.0    1.0    4.0    1.0    1.0
  47.41            1.0    1.0    1.0    6.0    1.0   25.0    1.0    1.0    1.0    7.0
  47.42            1.0    1.0    1.0   16.0   17.0    1.0    1.0    7.0    1.0    1.0
  47.43            1.0    1.0    1.0    6.0   13.0    1.0    6.0    1.0    8.0    7.0
  47.51            1.0    1.0   11.0    1.0    5.0    1.0    6.0    4.0    1.0    1.0
  47.54            1.0    1.0    1.0    1.0    1.0    1.0    1.0    4.0   13.0   16.0
  47.63            1.0    1.0    1.0    6.0    5.0    1.0    1.0    1.0    1.0    9.0
  47.68            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0
  47.71            1.0    1.0    1.0    6.0    1.0    1.0   11.0    1.0    6.0    1.0
  47.76            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  47.8             1.0    1.0    7.0    6.0    1.0    6.0    1.0    4.0    8.0    9.0
  47.85            1.0    1.0    1.0    6.0    1.0    1.0    1.0    4.0    1.0   16.0
  47.89            1.0    1.0    1.0    1.0    1.0   15.0    6.0    1.0    1.0   13.0
  47.93            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0    1.0   22.0
  48.01            1.0    1.0    5.0    1.0    9.0    1.0   11.0    1.0    1.0    1.0
  48.02            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    7.0
  48.05            1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0    1.0    7.0
  48.08            1.0    1.0    1.0    1.0    5.0    1.0    1.0    4.0    6.0    1.0
  48.1             1.0    1.0    1.0    1.0    5.0    1.0    6.0    1.0    6.0   47.0
  48.17            1.0    1.0   17.0    6.0    1.0    1.0    1.0    4.0    1.0    1.0
  48.26            1.0    1.0    1.0    6.0    1.0   24.0    1.0    1.0    1.0    8.0
  48.27            1.0    1.0    1.0    6.0    1.0    1.0    6.0    4.0    7.0    1.0
  48.3             1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0    6.0    1.0
  48.33            1.0    1.0    1.0    1.0    5.0    1.0    1.0    1.0   25.0   21.0
  48.37            1.0    1.0    1.0    1.0    1.0   15.0    6.0    4.0    1.0    1.0
  48.38            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   15.0    8.0
  48.41            1.0    1.0    1.0    1.0    1.0    7.0    1.0    4.0    1.0    1.0
  48.47            1.0    1.0    1.0    1.0    1.0    1.0    1.0    1.0   12.0    8.0
